HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNumber,Side,IDCode#1,IDCode#2,1stName,Surname,Spent
Earth,No,TRAPPIST-1e,26,No,66,29,0,0,803,No,F,56,P,261,1,Dord,Bookerson,898
Earth,Yes,TRAPPIST-1e,28,No,0,0,0,0,0,Yes,G,43,P,263,1,Maen,Merkins,0
Europa,Yes,TRAPPIST-1e,39,No,0,0,0,0,0,Yes,D,8,S,265,1,Etair,Herpumble,0
Earth,No,TRAPPIST-1e,13,No,118,0,0,754,1,No,F,51,S,267,1,Lilace,Sancockett,873
Earth,No,55 Cancri e,47,No,0,231,592,0,0,Yes,F,52,S,269,1,Lerome,Polliamposs,823
Earth,No,TRAPPIST-1e,63,No,0,25,128,0,1240,No,F,59,P,270,1,Cathya,Fryersonis,1393
Europa,Yes,55 Cancri e,,No,0,0,0,0,0,Yes,D,9,S,275,1,Terf,Obnoble,0
Earth,No,55 Cancri e,50,No,44,2390,0,53,0,Yes,F,61,P,277,1,Byront,Mcdanield,2487
Earth,No,TRAPPIST-1e,35,No,0,0,0,888,,No,,,,278,1,Judya,Beachez,888
Earth,No,TRAPPIST-1e,45,No,0,97,0,14,333,No,G,45,P,278,2,Marice,Beachez,444
Earth,No,TRAPPIST-1e,19,No,0,0,2078,0,0,Yes,F,63,P,281,1,Derine,Pierry,2078
Earth,No,TRAPPIST-1e,21,No,0,918,0,0,0,Yes,F,54,S,282,1,Valex,Baketton,918
Earth,Yes,PSO J318.5-22,29,No,0,0,0,0,0,Yes,G,46,P,283,1,Jacky,Santin,0
Earth,No,TRAPPIST-1e,22,No,146,654,1,0,2,Yes,F,64,P,283,2,Roydo,Santin,803
Europa,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,Yes,E,16,P,285,1,Krabik,Invebodene,0
Europa,Yes,55 Cancri e,42,No,0,0,0,0,0,Yes,E,16,P,285,2,Grasath,Invebodene,0
Earth,No,55 Cancri e,57,No,3,1281,29,162,13,No,F,65,P,286,1,Carita,Jimes,1488
Europa,Yes,55 Cancri e,39,No,0,0,0,0,0,Yes,,,,287,1,Tetra,Bootty,0
Europa,No,TRAPPIST-1e,28,No,0,587,32,6,1460,No,B,12,P,287,2,Alasym,Bootty,2085
Earth,No,55 Cancri e,19,No,0,0,0,0,828,No,F,55,S,288,1,Gory,Delez,828
Europa,Yes,55 Cancri e,19,No,0,0,0,0,0,Yes,C,12,S,289,1,Furuson,Objeciane,0
Europa,No,55 Cancri e,26,No,0,4458,0,1157,262,Yes,B,7,S,290,1,Skaton,Excialing,5877
Europa,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,B,7,S,290,2,Algor,Excialing,0
Europa,Yes,TRAPPIST-1e,43,No,0,0,0,0,0,Yes,B,7,S,290,3,Dhenar,Excialing,0
Europa,No,55 Cancri e,9,No,0,0,0,0,0,Yes,B,7,S,290,4,Atino,Excialing,0
Europa,No,TRAPPIST-1e,40,No,0,6500,88,1090,0,Yes,D,10,S,291,1,Castab,Brakeril,7678
Europa,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,Yes,B,8,S,294,1,Phonons,Roforhauge,0
Earth,No,TRAPPIST-1e,24,No,90,2,1324,17,0,Yes,G,47,P,297,1,Ernice,Gardonadox,1433
Europa,Yes,55 Cancri e,57,No,0,0,0,0,0,Yes,A,3,P,298,1,Ashird,Sorbitter,0
Earth,Yes,TRAPPIST-1e,16,No,0,0,0,0,0,No,,,,301,1,Margia,Wriggins,0
Earth,No,TRAPPIST-1e,23,No,0,0,15,0,1370,No,F,67,P,302,1,Lesley,Shephendry,1385
Earth,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,Yes,G,41,S,303,1,Oraryn,Kirklander,0
Europa,No,TRAPPIST-1e,28,No,0,422,0,1851,5166,No,E,18,S,304,1,Betena,Ausivetpul,7439
Europa,No,55 Cancri e,23,No,0,584,0,20,2469,No,C,7,P,305,1,Suhelik,Geousker,3073
Earth,No,TRAPPIST-1e,23,No,368,175,259,1,101,No,E,19,S,306,1,Dony,Estevesters,904
Earth,No,TRAPPIST-1e,18,No,0,0,1359,0,0,Yes,F,59,S,307,1,Natald,Hickett,1359
Earth,No,TRAPPIST-1e,18,No,1194,0,157,6,0,No,F,60,S,309,1,Billya,Bowerson,1357
Europa,No,TRAPPIST-1e,67,No,,230,0,4476,241,No,,,,310,1,Naviton,Coudered,4947
Earth,No,PSO J318.5-22,60,No,7,540,1,0,4,Yes,F,68,P,313,1,Briney,Mckinsond,552
Earth,Yes,55 Cancri e,,No,0,0,0,0,0,Yes,G,50,P,313,2,Jona,Mckinsond,0
Earth,No,55 Cancri e,49,No,331,0,0,318,0,Yes,F,68,P,313,3,Jaimer,Mckinsond,649
Earth,No,55 Cancri e,0,No,0,0,0,0,0,Yes,G,50,P,313,4,Hary,Mckinsond,0
Earth,No,55 Cancri e,26,No,386,0,74,0,1330,No,G,51,P,314,1,Kell,Kochroeders,1790
Earth,Yes,PSO J318.5-22,35,No,0,0,0,0,0,Yes,G,42,S,315,1,Adriet,Valezaley,0
Europa,No,TRAPPIST-1e,24,No,0,2628,,170,0,Yes,B,9,S,316,1,Hallah,Sorbitter,2798
Europa,Yes,TRAPPIST-1e,20,No,0,0,0,0,0,Yes,B,9,S,316,2,Beneba,Sorbitter,0
Earth,No,TRAPPIST-1e,18,No,0,2,0,,0,No,G,44,S,320,1,Breney,Bellarkerd,2
Earth,No,TRAPPIST-1e,21,No,0,5,3,0,,No,G,44,S,320,2,Garley,Bellarkerd,8
Mars,No,TRAPPIST-1e,59,Yes,1018,0,209,0,0,No,F,61,S,321,1,Quites,Bache,1227
Earth,Yes,PSO J318.5-22,13,No,0,0,0,0,0,No,G,45,S,322,1,Annya,Blange,0
Earth,Yes,55 Cancri e,43,No,0,0,0,0,0,No,G,53,P,324,1,Carma,Hooperez,0
Earth,Yes,TRAPPIST-1e,29,No,0,0,0,0,0,No,G,47,S,326,1,Charly,Edwartizman,0
Earth,No,TRAPPIST-1e,19,No,17,0,784,0,2,Yes,,,,327,1,Jasony,Ocherman,803
Europa,No,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,C,14,S,330,1,Bellah,Siveduced,0
Europa,No,TRAPPIST-1e,32,No,247,4651,0,46,202,Yes,C,14,S,330,2,nan,nan,5146
Europa,No,TRAPPIST-1e,33,No,443,317,0,148,1260,No,C,14,S,330,3,Hekaton,Siveduced,2168
Earth,No,TRAPPIST-1e,25,No,0,0,251,0,552,No,F,72,P,331,1,Lewise,Burchard,803
Mars,Yes,55 Cancri e,29,No,0,0,0,0,0,Yes,F,73,P,333,1,Phios,Melie,0
Mars,No,TRAPPIST-1e,29,No,5715,2,211,1476,0,No,F,62,S,334,1,Unfly,Mushe,7404
Earth,No,TRAPPIST-1e,44,No,695,1,16,0,0,No,F,74,P,336,1,Maura,Cookson,712
Mars,Yes,55 Cancri e,2,No,0,0,0,0,0,Yes,F,63,S,337,1,Guanch,Perle,0
Mars,No,TRAPPIST-1e,19,No,417,349,634,3,1057,Yes,F,63,S,337,2,Weros,Perle,2460
Mars,No,55 Cancri e,0,No,0,0,0,0,0,Yes,F,63,S,337,3,nan,nan,0
Earth,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,G,48,S,338,1,Ireen,Guerson,0
Europa,Yes,55 Cancri e,38,No,0,0,0,0,0,Yes,B,10,S,340,1,Pentard,Poille,0
Earth,Yes,PSO J318.5-22,5,No,0,0,0,0,0,No,G,57,P,341,1,Lorian,Webstephrey,0
Earth,No,PSO J318.5-22,31,No,121,0,0,274,907,No,F,76,P,343,1,Meremy,Salez,1302
Mars,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,No,E,21,S,345,1,Berios,Racke,0
Earth,Yes,55 Cancri e,15,No,0,0,0,0,0,Yes,G,59,P,346,1,Lynney,Chanan,0
Mars,No,TRAPPIST-1e,27,No,434,0,1434,0,0,No,F,64,S,347,1,Cousk,Kraie,1868
Mars,No,TRAPPIST-1e,22,No,142,2876,202,3,0,Yes,D,12,P,348,1,Stray,Mane,3223
Mars,No,TRAPPIST-1e,36,No,520,0,1865,0,0,Yes,,,,348,2,Weet,Mane,2385
Earth,Yes,PSO J318.5-22,14,No,0,0,0,0,0,Yes,G,60,P,350,1,Loresa,Burchanez,0
Mars,No,TRAPPIST-1e,23,No,2001,0,2975,0,0,No,F,78,P,352,1,Hits,Strad,4976
Earth,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,,,,355,1,Tricky,Warrison,0
Europa,Yes,55 Cancri e,36,No,0,0,0,0,0,Yes,B,15,P,356,1,Pharmus,Gloyanthy,0
Earth,No,TRAPPIST-1e,41,No,,1198,0,124,572,No,F,65,S,357,1,Eduard,Mcleaney,1894
Earth,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,Yes,G,50,S,358,1,Ronna,Connon,0
Earth,Yes,PSO J318.5-22,32,No,0,0,0,0,0,Yes,G,50,S,358,2,Dandy,Connon,0
Earth,No,PSO J318.5-22,26,No,148,0,453,0,88,No,F,66,S,359,1,Celine,Popez,689
Earth,No,TRAPPIST-1e,15,No,358,212,33,0,112,No,F,67,S,360,1,Elancy,Staffersby,715
Earth,No,55 Cancri e,33,No,0,36,0,280,417,Yes,F,68,S,361,1,Virgie,Headardyer,733
Earth,No,55 Cancri e,,No,0,0,0,685,21,No,G,51,S,365,1,Dandra,Jacostaney,706
Mars,No,TRAPPIST-1e,26,No,2832,107,4447,15,4,No,F,82,P,368,1,Resers,Perte,7405
Mars,Yes,TRAPPIST-1e,61,No,0,0,0,0,0,Yes,F,82,P,368,2,Batech,Perte,0
Earth,No,TRAPPIST-1e,24,No,0,0,592,177,58,Yes,G,53,S,369,1,Veroy,Pottonalden,827
Earth,No,TRAPPIST-1e,30,No,0,95,0,441,1023,No,F,83,P,370,1,Tine,Coffmaney,1559
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,84,P,371,1,Chrey,Dutte,0
Earth,No,TRAPPIST-1e,24,No,0,5,0,2766,0,No,F,85,P,372,1,nan,nan,2771
Earth,Yes,TRAPPIST-1e,41,No,0,0,0,0,0,No,G,62,P,373,1,Billex,Mcneiderson,0
Earth,No,TRAPPIST-1e,20,No,0,0,558,0,230,No,E,22,P,375,1,Luzel,Vincenton,788
Earth,No,TRAPPIST-1e,22,No,116,0,786,6,0,Yes,G,54,S,376,1,Francy,Spentley,908
Europa,No,55 Cancri e,63,No,0,1068,0,176,8188,No,C,15,S,377,1,Wezncha,Excialing,9432
Europa,No,55 Cancri e,18,No,17,215,4,5132,697,No,B,11,S,378,1,Bram,Pirejus,6065
Europa,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,B,11,S,378,2,Marfak,Pirejus,0
Europa,No,TRAPPIST-1e,79,No,5649,235,7,2579,2175,No,B,11,S,378,3,Naslon,Pirejus,10645
Europa,Yes,TRAPPIST-1e,56,No,0,0,0,0,0,Yes,B,11,S,378,4,Muonons,Pirejus,0
Europa,Yes,TRAPPIST-1e,13,No,0,0,0,0,0,Yes,B,11,S,378,5,Polaton,Pirejus,0
Europa,No,TRAPPIST-1e,33,No,0,2491,6,1173,1059,No,B,11,S,378,6,Sollum,Pirejus,4729
Europa,Yes,TRAPPIST-1e,32,No,0,0,0,0,0,Yes,B,11,S,378,7,Achib,Pirejus,0
Earth,No,TRAPPIST-1e,31,No,198,0,591,0,164,Yes,G,63,P,379,1,Brita,Moodson,953
Europa,Yes,55 Cancri e,26,No,0,0,0,0,0,Yes,,,,380,1,Zinopus,Fuelddid,0
Europa,Yes,55 Cancri e,18,No,0,0,0,0,0,Yes,B,16,P,381,1,Mesatan,Mosteraked,0
Europa,Yes,55 Cancri e,38,No,0,0,0,0,0,Yes,B,16,P,381,2,Aston,Mosteraked,0
Earth,No,TRAPPIST-1e,23,No,348,0,0,4,368,No,G,64,P,382,1,Blanie,Floydendley,720
Earth,No,TRAPPIST-1e,28,No,82,773,0,3693,140,No,G,55,S,383,1,Phia,Wagnerray,4688
Earth,Yes,PSO J318.5-22,34,No,0,0,0,0,0,No,G,55,S,383,2,Evane,Wagnerray,0
Earth,No,55 Cancri e,0,No,0,0,0,0,0,Yes,G,56,S,384,1,Cliney,Simpsonks,0
Earth,No,TRAPPIST-1e,14,No,3,0,881,25,0,Yes,G,56,S,384,2,Ellard,Simpsonks,909
Earth,No,TRAPPIST-1e,23,No,13,747,0,0,128,No,G,65,P,385,1,Tanley,Klinson,888
Earth,Yes,TRAPPIST-1e,49,No,0,0,0,0,0,No,G,66,P,387,1,Verek,Merce,0
Earth,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,No,G,57,S,388,1,Fanna,Sullones,0
Earth,No,TRAPPIST-1e,18,No,391,44,356,0,0,No,E,23,P,389,1,Elanda,Savaraldez,791
Europa,No,PSO J318.5-22,27,Yes,69,5728,0,0,987,Yes,C,9,P,391,1,Dabik,Cowsearney,6784
Earth,No,TRAPPIST-1e,48,No,0,111,0,1508,0,No,E,24,P,392,1,Ward,Carreralend,1619
Europa,No,55 Cancri e,31,Yes,0,11003,552,8157,5688,No,B,17,P,395,1,Meropus,Hervel,25400
Europa,No,55 Cancri e,61,No,1,608,0,3835,1,No,B,17,P,395,2,Hadyon,Hervel,4445
Earth,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,G,59,S,396,1,Brinez,Robins,0
Mars,Yes,TRAPPIST-1e,45,No,0,0,0,0,0,Yes,F,69,S,397,1,Graw,Mepie,0
Mars,No,TRAPPIST-1e,22,No,28,420,36,6011,3,No,D,13,S,398,1,Wales,Tité,6498
Mars,No,TRAPPIST-1e,30,Yes,1056,0,0,0,0,No,D,14,S,401,1,Luse,Pimne,1056
Mars,No,TRAPPIST-1e,30,No,1770,0,0,13,0,No,D,14,S,401,2,Parney,Pimne,1783
Europa,Yes,55 Cancri e,32,Yes,0,0,0,0,0,Yes,D,15,S,402,1,Teron,Sageng,0
Mars,No,TRAPPIST-1e,43,Yes,353,896,0,0,2,Yes,D,13,P,403,1,Push,Wate,1251
Earth,No,55 Cancri e,17,No,177,,0,310,7,No,F,89,P,405,1,Denis,Flowensley,494
Earth,No,TRAPPIST-1e,23,No,,21,0,0,1699,No,G,69,P,407,1,Dandy,Mirez,1720
Earth,No,TRAPPIST-1e,20,No,0,465,0,5,223,No,F,90,P,407,2,Luzel,Mirez,693
Earth,Yes,TRAPPIST-1e,39,No,0,0,0,0,0,No,G,69,P,407,3,Dennya,Mirez,0
Mars,No,TRAPPIST-1e,35,No,1134,113,52,0,0,No,E,25,P,408,1,Cus,Ble,1299
Mars,No,TRAPPIST-1e,31,No,0,0,1116,2,0,No,F,71,S,409,1,Mats,Iccle,1118
Earth,No,55 Cancri e,21,No,0,150,0,567,0,No,F,72,S,410,1,Tyrona,Roachoanand,717
Earth,No,TRAPPIST-1e,16,No,691,0,101,140,0,No,F,91,P,411,1,Benny,Rushorney,932
Europa,No,TRAPPIST-1e,60,No,0,7255,5952,1537,0,Yes,C,11,P,412,1,Baton,Quelfly,14744
Earth,No,TRAPPIST-1e,18,No,0,157,0,352,60,No,F,92,P,413,1,Elina,Steinardson,569
Earth,Yes,TRAPPIST-1e,42,No,0,0,0,0,0,No,G,60,S,415,1,Iney,Pierry,0
Europa,Yes,55 Cancri e,68,No,0,0,0,0,0,Yes,B,18,P,417,1,Lesatik,Poicaptic,0
Europa,No,55 Cancri e,22,No,0,1170,0,5467,1241,No,B,18,P,417,2,Mirark,Unhearfus,7878
Europa,Yes,TRAPPIST-1e,59,No,0,0,0,0,0,Yes,B,18,P,417,3,Enifik,Unhearfus,0
Europa,No,TRAPPIST-1e,,No,8,3584,0,13,57,Yes,B,19,P,423,1,Syrmark,Pumbody,3662
Mars,No,TRAPPIST-1e,37,No,1094,2,26,34,1,No,F,96,P,425,1,Blesh,Fiha,1157
Mars,Yes,TRAPPIST-1e,3,No,0,0,0,0,0,Yes,F,96,P,425,2,Cowns,Fiha,0
Mars,Yes,TRAPPIST-1e,31,No,0,0,0,0,0,Yes,F,96,P,425,3,Ree,Fiha,0
Europa,No,TRAPPIST-1e,31,No,417,,7185,562,792,Yes,E,26,P,427,1,Algor,Efulows,8956
Europa,No,TRAPPIST-1e,29,No,0,4118,0,715,3139,Yes,C,16,S,428,1,Chargin,Chocaters,7972
Europa,No,55 Cancri e,20,No,2,10116,0,2,225,Yes,A,5,S,429,1,Aino,Ineysive,10345
Europa,Yes,55 Cancri e,46,No,0,0,0,0,0,Yes,A,5,S,429,2,Taurak,Ineysive,0
Earth,No,TRAPPIST-1e,29,No,0,1026,0,16,0,Yes,F,75,S,430,1,Eliana,Jorden,1042
Mars,Yes,TRAPPIST-1e,43,No,0,0,0,0,0,Yes,F,97,P,431,1,Fronch,Melto,0
Mars,No,TRAPPIST-1e,17,No,1483,10,0,0,0,No,F,76,S,432,1,Caper,Knike,1493
Europa,Yes,55 Cancri e,27,No,0,0,0,0,0,Yes,B,20,P,433,1,Hekark,Mormonized,0
Europa,No,TRAPPIST-1e,47,No,4,891,0,2962,3656,No,B,20,P,433,2,Naosura,Mormonized,7513
Mars,Yes,TRAPPIST-1e,45,No,0,0,0,0,0,Yes,F,77,S,434,1,Row,Pread,0
Earth,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,G,62,S,435,1,Allie,Willynnedy,0
Earth,No,55 Cancri e,10,No,0,0,0,0,0,Yes,G,63,S,436,1,Sallyl,Hodes,0
Earth,No,PSO J318.5-22,56,No,46,11,0,622,0,No,G,63,S,436,2,Lilace,Hodes,679
Earth,No,TRAPPIST-1e,39,No,382,0,22,467,0,No,F,78,S,437,1,Lynnee,Oneiles,871
Earth,No,PSO J318.5-22,40,No,7,0,840,26,0,No,F,78,S,437,2,Debora,Oneiles,873
Europa,Yes,TRAPPIST-1e,40,No,0,0,0,0,0,Yes,B,13,S,438,1,Dyonon,Diateous,0
Europa,No,55 Cancri e,34,No,,5637,45,1936,56,No,C,13,P,439,1,Izarino,Unciate,7674
Earth,No,55 Cancri e,32,No,0,0,0,722,0,No,F,79,S,441,1,Loree,Hahnstonsen,722
Earth,No,TRAPPIST-1e,35,No,7,1043,0,0,0,No,F,98,P,442,1,Elica,Armstromez,1050
Mars,No,TRAPPIST-1e,32,Yes,2484,429,102,0,0,No,D,15,P,444,1,Camonk,Curte,3015
Mars,No,TRAPPIST-1e,26,Yes,1869,0,136,0,0,No,F,99,P,444,2,Colal,Curte,2005
Earth,No,TRAPPIST-1e,25,No,1352,0,0,24,799,No,F,80,S,445,1,Loria,Marshopper,2175
Earth,No,TRAPPIST-1e,26,No,0,0,0,77,715,No,E,25,S,445,2,Rice,Marshopper,792
Europa,Yes,55 Cancri e,22,No,0,0,0,0,0,Yes,B,21,P,446,1,Hadira,Singmage,0
Earth,No,TRAPPIST-1e,22,No,9,0,795,0,0,Yes,F,81,S,447,1,Ferry,Mcclayton,804
Earth,No,TRAPPIST-1e,24,No,757,0,0,32,0,No,E,27,P,448,1,Elara,Hoppernardy,789
Earth,Yes,PSO J318.5-22,32,No,0,0,0,0,0,Yes,G,71,P,448,2,nan,nan,0
Earth,Yes,TRAPPIST-1e,11,No,0,0,0,0,0,Yes,G,64,S,449,1,Nathy,Moongton,0
Mars,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,E,26,S,452,1,Swafox,Ecart,0
Europa,Yes,TRAPPIST-1e,19,No,0,0,0,0,0,Yes,B,14,S,453,1,Aldun,Taptiritty,0
Europa,Yes,55 Cancri e,34,No,0,0,0,0,0,Yes,,,,453,2,Minopus,Taptiritty,0
Europa,Yes,TRAPPIST-1e,74,No,0,0,0,0,0,Yes,B,14,S,453,3,Wezena,Taptiritty,0
Europa,No,55 Cancri e,28,Yes,5,4288,0,745,5,Yes,B,15,S,454,1,Tabius,Geoconne,5043
Europa,Yes,TRAPPIST-1e,42,No,0,0,0,0,0,Yes,B,15,S,454,2,Etair,Fushausive,0
Europa,Yes,TRAPPIST-1e,43,No,0,0,0,0,0,Yes,B,15,S,454,3,Hallux,Geoconne,0
Earth,No,TRAPPIST-1e,55,No,210,185,188,59,73,No,F,83,S,456,1,Lulah,Hinetthews,715
Earth,No,PSO J318.5-22,19,No,0,0,747,26,0,Yes,G,72,P,457,1,Leonyl,Poperez,773
Earth,Yes,TRAPPIST-1e,6,No,0,0,0,0,0,No,G,72,P,457,2,Sallyl,Poperez,0
Earth,No,TRAPPIST-1e,7,No,0,0,0,0,0,No,G,72,P,457,3,Joela,Poperez,0
Europa,Yes,55 Cancri e,28,No,0,0,0,0,0,Yes,D,16,S,458,1,Zanin,Bedectical,0
Earth,No,TRAPPIST-1e,15,No,2156,0,0,59,2,No,F,84,S,459,1,Hardy,Nichoan,2217
Earth,Yes,PSO J318.5-22,24,No,0,0,0,0,0,Yes,G,65,S,460,1,Shawne,Jenningley,0
Earth,No,PSO J318.5-22,31,No,0,869,0,0,0,Yes,E,27,S,461,1,Shany,Yorkland,869
Earth,No,TRAPPIST-1e,22,No,0,70,182,612,20,Yes,F,85,S,461,2,Warry,Yorkland,884
Earth,No,55 Cancri e,1,No,0,0,0,0,0,Yes,G,66,S,461,3,Len,Yorkland,0
Earth,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,No,G,67,S,462,1,Ronia,Sosanturney,0
Mars,No,TRAPPIST-1e,34,No,865,0,257,,35,No,F,100,P,463,1,Grats,Staf,1157
Mars,No,TRAPPIST-1e,14,No,928,852,81,0,0,No,F,100,P,463,2,Flamal,Staf,1861
Earth,No,TRAPPIST-1e,19,No,4,10,0,1178,428,No,E,28,P,465,1,Deandy,Chaellerty,1620
Earth,No,TRAPPIST-1e,,No,0,654,22,146,4,Yes,E,28,P,465,2,Kyley,Chaellerty,826
Earth,No,TRAPPIST-1e,36,No,0,0,863,1,1,No,F,101,P,466,1,Aude,Beachez,865
Earth,Yes,TRAPPIST-1e,34,No,0,0,0,0,0,No,,,,468,1,Haryn,Wynneyerson,0
Mars,Yes,55 Cancri e,25,No,0,0,0,0,0,Yes,F,86,S,470,1,Aptal,Binie,0
Mars,Yes,TRAPPIST-1e,36,No,0,0,0,0,0,Yes,F,86,S,470,2,Jurs,Binie,0
Europa,No,TRAPPIST-1e,16,No,0,45,2,5183,170,No,B,22,P,471,1,Astab,Fuelisent,5400
Europa,No,55 Cancri e,30,No,0,7972,0,0,4,Yes,B,22,P,471,2,Izarino,Fuelisent,7976
Earth,No,PSO J318.5-22,37,No,0,10,544,9,299,No,F,87,S,472,1,Stene,Solinez,862
Earth,Yes,55 Cancri e,15,No,0,0,0,0,0,Yes,G,69,S,474,1,Nicey,Chardst,0
Earth,No,TRAPPIST-1e,36,No,0,0,38,9,943,No,E,29,P,475,1,Danie,Gilesonston,990
Mars,No,PSO J318.5-22,27,No,,6,145,144,0,No,F,103,P,476,1,Coves,Chiff,295
Mars,Yes,TRAPPIST-1e,27,No,0,0,0,0,0,Yes,F,103,P,476,2,Book,Chiff,0
Mars,Yes,TRAPPIST-1e,12,No,0,0,0,0,0,Yes,F,103,P,476,3,Beah,Chiff,0
Earth,No,TRAPPIST-1e,22,No,0,5,0,1619,0,No,E,30,P,477,1,Benny,Moongton,1624
Earth,No,TRAPPIST-1e,27,No,,34,23,0,275,No,G,74,P,480,1,Chrisa,Mcdanield,332
Earth,Yes,TRAPPIST-1e,13,No,0,0,0,0,0,Yes,G,70,S,481,1,Gera,Peckerson,0
Earth,No,TRAPPIST-1e,27,No,0,118,0,5,665,No,E,28,S,482,1,Anny,Mallerez,788
Earth,No,TRAPPIST-1e,28,No,0,14,0,0,615,No,F,88,S,482,2,Isaacy,Mallerez,629
Europa,No,55 Cancri e,21,No,0,33,0,3348,55,No,B,17,S,485,1,Furudah,Unloweedic,3436
Europa,No,TRAPPIST-1e,39,No,172,1794,12,4303,246,No,C,19,S,487,1,Sadirak,Obeaded,6527
Earth,Yes,PSO J318.5-22,28,No,0,0,0,0,0,No,G,76,P,488,1,Chery,Vantonson,0
Earth,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,Yes,G,71,S,490,1,Hanne,Kirklander,0
Europa,Yes,55 Cancri e,27,No,0,0,0,0,0,Yes,,,,498,1,Batomam,Preent,0
Europa,Yes,55 Cancri e,46,No,0,0,0,0,0,Yes,B,18,S,498,2,Kastrak,Preent,0
Mars,Yes,55 Cancri e,27,No,0,0,0,0,0,Yes,F,89,S,499,1,Eclass,Meake,0
Mars,No,TRAPPIST-1e,21,No,0,0,0,0,0,No,E,29,S,499,2,Yogark,Meake,0
Mars,No,55 Cancri e,21,No,513,0,1749,82,0,Yes,D,19,P,500,1,Ots,Cakie,2344
Europa,No,TRAPPIST-1e,42,No,0,929,967,,481,No,E,32,P,501,1,Hadirk,Spedlybood,2377
Mars,No,TRAPPIST-1e,22,No,10,0,817,471,0,No,,,,502,1,Pigars,Swell,1298
Mars,No,TRAPPIST-1e,10,No,0,0,0,0,0,Yes,F,90,S,503,1,Gal,Fone,0
Mars,No,TRAPPIST-1e,43,No,1821,0,47,29,0,No,F,90,S,503,2,Torms,Fone,1897
Mars,No,TRAPPIST-1e,42,No,1246,35,16,0,0,No,E,31,S,503,3,Pios,Fone,1297
Europa,Yes,55 Cancri e,18,No,0,0,0,0,0,Yes,B,19,S,504,1,Thabius,Unpasine,0
Europa,Yes,55 Cancri e,54,No,0,0,0,0,0,Yes,B,19,S,504,2,Mirfar,Unpasine,0
Europa,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,B,19,S,504,3,Sterops,Unpasine,0
Europa,No,TRAPPIST-1e,64,No,0,1737,11,401,752,No,B,19,S,504,4,Tauria,Unpasine,2901
Europa,Yes,55 Cancri e,18,No,0,0,0,0,0,Yes,B,19,S,504,5,Azharga,Unpasine,0
Europa,Yes,55 Cancri e,53,No,0,0,0,0,0,Yes,B,19,S,504,6,Alheneb,Unpasine,0
Mars,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,Yes,F,91,S,506,1,Kad,Backe,0
Earth,No,TRAPPIST-1e,39,No,0,0,0,0,0,Yes,G,74,S,507,1,Kylen,Mccarry,0
Europa,No,TRAPPIST-1e,59,No,0,16521,0,323,0,Yes,C,16,P,510,1,Astrark,Sinecthex,16844
Europa,No,55 Cancri e,32,No,0,5755,0,59,122,Yes,D,18,S,512,1,Sadirak,Nateansive,5936
Europa,Yes,TRAPPIST-1e,55,No,0,0,0,0,0,Yes,D,18,S,512,2,Ankalik,Nateansive,0
Earth,Yes,PSO J318.5-22,21,No,0,0,0,0,0,Yes,G,78,P,513,1,Rayley,Blandez,0
Europa,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,Yes,B,20,S,515,1,Alramix,Swinvul,0
Europa,No,55 Cancri e,55,No,113,2492,41,0,2376,No,A,6,S,516,1,Vindem,Eneurordry,5022
Earth,No,TRAPPIST-1e,,No,1445,0,1,2,73,No,F,109,P,517,1,Jandy,Kimons,1521
Mars,Yes,TRAPPIST-1e,35,No,0,0,0,0,0,Yes,F,92,S,518,1,Soyos,Parta,0
Earth,Yes,TRAPPIST-1e,,No,0,0,0,0,0,Yes,G,77,S,519,1,Ryany,Farleyatton,0
Earth,No,TRAPPIST-1e,55,No,62,,0,0,,No,G,78,S,520,1,Bel,Mcguirez,62
Earth,No,TRAPPIST-1e,23,No,39,263,0,0,,Yes,E,32,S,521,1,Hery,Hornettoney,302
Earth,No,TRAPPIST-1e,42,No,0,0,750,0,156,No,E,33,P,522,1,Glenry,Parklaney,906
Earth,No,TRAPPIST-1e,35,No,553,213,1733,0,6,Yes,E,33,S,523,1,Helley,Joyneidez,2505
